Ticket_ID,Priority_Level,inferred_severity,mismatch,mismatch_type,severity_delta,Resolution_Time_Hours,Satisfaction_Score,Issue_Category
TKT-113857,Low,Low,0,Consistent,0,12,5,General Inquiry
TKT-113858,High,Low,1,False Alarm,-2,20,5,Technical
TKT-113859,High,Medium,1,False Alarm,-1,17,3,Technical
TKT-113860,Medium,Low,1,False Alarm,-1,6,1,Account
TKT-113861,Medium,Low,1,False Alarm,-1,9,2,Billing
TKT-113862,High,Low,1,False Alarm,-2,30,5,Technical
TKT-113863,Low,Low,0,Consistent,0,105,4,Account
TKT-113864,Low,Low,0,Consistent,0,24,4,Account
TKT-113865,Medium,Low,1,False Alarm,-1,53,5,Technical
TKT-113866,Critical,Low,1,False Alarm,-3,12,4,Technical
TKT-113867,Medium,Low,1,False Alarm,-1,2,3,Technical
TKT-113868,Medium,Low,1,False Alarm,-1,6,5,Account
TKT-113869,Medium,Low,1,False Alarm,-1,51,5,Billing
TKT-113870,Low,Low,0,Consistent,0,20,5,General Inquiry
TKT-113871,Critical,Low,1,False Alarm,-3,12,2,Technical
TKT-113872,Low,Medium,1,Hidden Crisis,1,85,2,General Inquiry
TKT-113873,Low,Low,0,Consistent,0,1,2,Account
TKT-113874,Low,Medium,1,Hidden Crisis,1,116,1,General Inquiry
TKT-113875,Low,Low,0,Consistent,0,120,4,General Inquiry
TKT-113876,Medium,Low,1,False Alarm,-1,37,4,Account
TKT-113877,Low,Low,0,Consistent,0,20,5,General Inquiry
TKT-113878,Low,Low,0,Consistent,0,28,4,General Inquiry
TKT-113879,High,Low,1,False Alarm,-2,9,4,Technical
TKT-113880,Medium,Low,1,False Alarm,-1,64,5,Account
TKT-113881,Low,Medium,1,Hidden Crisis,1,1,4,Billing
TKT-113882,Low,Low,0,Consistent,0,31,5,Account
TKT-113883,Critical,Low,1,False Alarm,-3,6,5,Fraud
TKT-113884,Medium,Medium,0,Consistent,0,62,3,Billing
TKT-113885,Low,Low,0,Consistent,0,120,4,Billing
TKT-113886,Medium,Medium,0,Consistent,0,120,5,Technical
TKT-113887,Medium,Low,1,False Alarm,-1,22,5,Account
TKT-113888,Medium,Low,1,False Alarm,-1,5,4,Technical
TKT-113889,Low,Medium,1,Hidden Crisis,1,33,4,Account
TKT-113890,Medium,Low,1,False Alarm,-1,40,5,Billing
TKT-113891,High,Low,1,False Alarm,-2,52,5,Billing
TKT-113892,Low,Medium,1,Hidden Crisis,1,78,1,Billing
TKT-113893,Medium,Medium,0,Consistent,0,120,5,Technical
TKT-113894,Medium,Medium,0,Consistent,0,35,4,Account
TKT-113895,Low,Low,0,Consistent,0,23,4,Technical
TKT-113896,Medium,Low,1,False Alarm,-1,5,5,Technical
TKT-113897,Low,Low,0,Consistent,0,10,4,Billing
TKT-113898,Medium,Medium,0,Consistent,0,91,2,Billing
TKT-113899,Low,Low,0,Consistent,0,12,5,General Inquiry
TKT-113900,Low,Low,0,Consistent,0,23,2,Billing
TKT-113901,Low,Low,0,Consistent,0,37,5,General Inquiry
TKT-113902,Low,Medium,1,Hidden Crisis,1,120,5,Technical
TKT-113903,High,Low,1,False Alarm,-2,15,2,General Inquiry
TKT-113904,Medium,Low,1,False Alarm,-1,39,4,Billing
TKT-113905,High,Low,1,False Alarm,-2,11,4,Technical
TKT-113906,High,Low,1,False Alarm,-2,33,5,Technical
TKT-113907,Low,Low,0,Consistent,0,92,5,Account
TKT-113908,Medium,Low,1,False Alarm,-1,3,4,Billing
TKT-113909,Low,Medium,1,Hidden Crisis,1,20,3,Technical
TKT-113910,Low,Medium,1,Hidden Crisis,1,38,5,Technical
TKT-113911,Low,Low,0,Consistent,0,11,3,Account
TKT-113912,High,Medium,1,False Alarm,-1,36,4,Technical
TKT-113913,Low,Low,0,Consistent,0,82,5,Account
TKT-113914,Low,Low,0,Consistent,0,73,5,Account
TKT-113915,High,Low,1,False Alarm,-2,6,2,Technical
TKT-113916,High,Low,1,False Alarm,-2,6,3,Fraud
TKT-113917,High,Medium,1,False Alarm,-1,46,3,Technical
TKT-113918,Critical,Medium,1,False Alarm,-2,49,2,Fraud
TKT-113919,Medium,Low,1,False Alarm,-1,16,4,Technical
TKT-113920,Low,Low,0,Consistent,0,33,5,Technical
TKT-113921,High,Low,1,False Alarm,-2,5,4,Account
TKT-113922,Low,Low,0,Consistent,0,108,4,General Inquiry
TKT-113923,Medium,Low,1,False Alarm,-1,10,5,Billing
TKT-113924,High,Low,1,False Alarm,-2,20,4,Technical
TKT-113925,Medium,Low,1,False Alarm,-1,32,5,Billing
TKT-113926,Low,Medium,1,Hidden Crisis,1,29,1,Billing
TKT-113927,Medium,Medium,0,Consistent,0,120,2,Billing
TKT-113928,Low,Medium,1,Hidden Crisis,1,93,1,Billing
TKT-113929,Medium,Low,1,False Alarm,-1,20,4,Technical
TKT-113930,Low,Low,0,Consistent,0,60,4,General Inquiry
TKT-113931,Medium,Low,1,False Alarm,-1,41,4,General Inquiry
TKT-113932,Low,Low,0,Consistent,0,24,5,Billing
TKT-113933,Medium,Medium,0,Consistent,0,9,2,Billing
TKT-113934,Medium,Medium,0,Consistent,0,100,2,Billing
TKT-113935,Low,Low,0,Consistent,0,2,5,Account
TKT-113936,Low,Medium,1,Hidden Crisis,1,72,5,Technical
TKT-113937,Medium,Medium,0,Consistent,0,4,3,Billing
TKT-113938,Medium,Low,1,False Alarm,-1,14,2,Billing
TKT-113939,Low,Medium,1,Hidden Crisis,1,120,2,Billing
TKT-113940,Critical,Low,1,False Alarm,-3,39,4,Technical
TKT-113941,Medium,Low,1,False Alarm,-1,39,3,Billing
TKT-113942,Medium,Low,1,False Alarm,-1,3,4,Technical
TKT-113943,Low,Low,0,Consistent,0,51,5,General Inquiry
TKT-113944,Medium,Low,1,False Alarm,-1,40,5,Technical
TKT-113945,High,Low,1,False Alarm,-2,1,4,Technical
TKT-113946,Medium,Low,1,False Alarm,-1,2,5,Billing
TKT-113947,Critical,Low,1,False Alarm,-3,5,4,Fraud
TKT-113948,Medium,Medium,0,Consistent,0,56,4,Technical
TKT-113949,Low,Medium,1,Hidden Crisis,1,38,4,Technical
TKT-113950,High,Low,1,False Alarm,-2,16,4,General Inquiry
TKT-113951,High,Low,1,False Alarm,-2,70,4,Account
TKT-113952,Medium,Medium,0,Consistent,0,33,4,Technical
TKT-113953,Low,Low,0,Consistent,0,16,4,Billing
TKT-113954,High,Low,1,False Alarm,-2,1,2,Billing
TKT-113955,High,Low,1,False Alarm,-2,2,1,General Inquiry
TKT-113956,Low,Medium,1,Hidden Crisis,1,5,4,Billing
TKT-113957,Low,Medium,1,Hidden Crisis,1,113,4,Technical
TKT-113958,Medium,Medium,0,Consistent,0,104,2,Billing
TKT-113959,Medium,Low,1,False Alarm,-1,23,5,General Inquiry
TKT-113960,Medium,Medium,0,Consistent,0,14,2,Billing
TKT-113961,Low,Low,0,Consistent,0,28,3,Account
TKT-113962,Medium,Low,1,False Alarm,-1,100,5,Account
TKT-113963,Low,Low,0,Consistent,0,120,4,Technical
TKT-113964,Medium,Low,1,False Alarm,-1,5,4,General Inquiry
TKT-113965,Low,Low,0,Consistent,0,54,5,General Inquiry
TKT-113966,Low,Low,0,Consistent,0,79,4,General Inquiry
TKT-113967,Low,Medium,1,Hidden Crisis,1,84,2,Billing
TKT-113968,High,Low,1,False Alarm,-2,6,5,Technical
TKT-113969,Medium,Low,1,False Alarm,-1,4,4,Account
TKT-113970,Medium,Low,1,False Alarm,-1,5,4,Billing
TKT-113971,Medium,Medium,0,Consistent,0,120,4,Technical
TKT-113972,Low,Low,0,Consistent,0,16,5,General Inquiry
TKT-113973,Medium,Medium,0,Consistent,0,94,2,Billing
TKT-113974,Low,Low,0,Consistent,0,1,4,Account
TKT-113975,Low,Low,0,Consistent,0,9,4,General Inquiry
TKT-113976,Medium,Low,1,False Alarm,-1,16,5,Account
TKT-113977,Low,Medium,1,Hidden Crisis,1,39,5,Technical
TKT-113978,High,Medium,1,False Alarm,-1,34,1,Fraud
TKT-113979,Medium,Medium,0,Consistent,0,55,5,Technical
TKT-113980,Low,Low,0,Consistent,0,68,4,Account
TKT-113981,Medium,Low,1,False Alarm,-1,40,5,Technical
TKT-113982,Medium,Low,1,False Alarm,-1,5,1,Billing
TKT-113983,High,Low,1,False Alarm,-2,28,3,Billing
TKT-113984,Low,Low,0,Consistent,0,32,4,General Inquiry
TKT-113985,Critical,Low,1,False Alarm,-3,13,4,Technical
TKT-113986,Low,Low,0,Consistent,0,120,5,Technical
TKT-113987,High,Low,1,False Alarm,-2,44,1,Billing
TKT-113988,Low,Low,0,Consistent,0,41,4,General Inquiry
TKT-113989,Low,Low,0,Consistent,0,18,4,General Inquiry
TKT-113990,Medium,Low,1,False Alarm,-1,37,3,Billing
TKT-113991,Medium,Low,1,False Alarm,-1,1,2,Billing
TKT-113992,Low,Low,0,Consistent,0,9,1,Account
TKT-113993,Medium,Medium,0,Consistent,0,31,3,Technical
TKT-113994,Low,Low,0,Consistent,0,89,4,General Inquiry
TKT-113995,High,Low,1,False Alarm,-2,17,3,Account
TKT-113996,Medium,Low,1,False Alarm,-1,12,4,Billing
TKT-113997,Medium,Medium,0,Consistent,0,104,5,Technical
TKT-113998,Low,Low,0,Consistent,0,23,5,General Inquiry
TKT-113999,High,Medium,1,False Alarm,-1,16,1,Technical
TKT-114000,Low,Low,0,Consistent,0,22,5,Account
TKT-114001,Low,Low,0,Consistent,0,36,4,General Inquiry
TKT-114002,Medium,Low,1,False Alarm,-1,120,5,Account
TKT-114003,Medium,Low,1,False Alarm,-1,26,3,Technical
TKT-114004,Low,Low,0,Consistent,0,72,4,General Inquiry
TKT-114005,Low,Low,0,Consistent,0,26,1,Account
TKT-114006,Low,Low,0,Consistent,0,11,5,Account
TKT-114007,Medium,Medium,0,Consistent,0,67,2,Billing
TKT-114008,Medium,Low,1,False Alarm,-1,11,2,Billing
TKT-114009,Medium,Low,1,False Alarm,-1,11,5,General Inquiry
TKT-114010,Low,Low,0,Consistent,0,6,4,Account
TKT-114011,Medium,Low,1,False Alarm,-1,10,4,Technical
TKT-114012,Medium,Low,1,False Alarm,-1,11,5,Billing
TKT-114013,Medium,Low,1,False Alarm,-1,120,4,General Inquiry
TKT-114014,Low,Low,0,Consistent,0,22,4,General Inquiry
TKT-114015,Low,Low,0,Consistent,0,7,1,General Inquiry
TKT-114016,Medium,Low,1,False Alarm,-1,21,5,General Inquiry
TKT-114017,Medium,Low,1,False Alarm,-1,2,4,General Inquiry
TKT-114018,Low,Low,0,Consistent,0,47,4,General Inquiry
TKT-114019,Medium,Low,1,False Alarm,-1,29,4,Technical
TKT-114020,Low,Low,0,Consistent,0,73,3,Billing
TKT-114021,Medium,Low,1,False Alarm,-1,11,5,General Inquiry
TKT-114022,High,Low,1,False Alarm,-2,52,4,Technical
TKT-114023,High,Low,1,False Alarm,-2,36,4,General Inquiry
TKT-114024,Medium,Low,1,False Alarm,-1,9,5,Billing
TKT-114025,Low,Low,0,Consistent,0,18,4,General Inquiry
TKT-114026,Medium,Low,1,False Alarm,-1,53,4,Account
TKT-114027,Medium,Low,1,False Alarm,-1,30,5,Account
TKT-114028,High,Low,1,False Alarm,-2,31,5,Billing
TKT-114029,Low,Low,0,Consistent,0,17,2,Billing
TKT-114030,High,Medium,1,False Alarm,-1,7,5,Technical
TKT-114031,High,Low,1,False Alarm,-2,4,5,General Inquiry
TKT-114032,Medium,Low,1,False Alarm,-1,22,1,Account
TKT-114033,Medium,Medium,0,Consistent,0,100,4,Technical
TKT-114034,Critical,Medium,1,False Alarm,-2,14,3,Technical
TKT-114035,Medium,Low,1,False Alarm,-1,5,2,Technical
TKT-114036,High,Low,1,False Alarm,-2,24,3,General Inquiry
TKT-114037,Low,Low,0,Consistent,0,53,2,Account
TKT-114038,Medium,Low,1,False Alarm,-1,60,5,Account
TKT-114039,Medium,Low,1,False Alarm,-1,18,1,Billing
TKT-114040,High,Low,1,False Alarm,-2,1,4,Account
TKT-114041,Low,Low,0,Consistent,0,49,5,Account
TKT-114042,Low,Low,0,Consistent,0,120,5,Account
TKT-114043,High,Medium,1,False Alarm,-1,17,1,Fraud
TKT-114044,Low,Low,0,Consistent,0,57,5,Account
TKT-114045,Low,Low,0,Consistent,0,43,5,General Inquiry
TKT-114046,Low,Low,0,Consistent,0,6,2,Billing
TKT-114047,Critical,Medium,1,False Alarm,-2,30,2,Technical
TKT-114048,High,Low,1,False Alarm,-2,43,1,Billing
TKT-114049,Medium,Low,1,False Alarm,-1,47,1,General Inquiry
TKT-114050,High,Low,1,False Alarm,-2,11,4,Account
TKT-114051,Medium,Low,1,False Alarm,-1,49,3,Technical
TKT-114052,Low,Low,0,Consistent,0,22,3,General Inquiry
TKT-114053,High,Low,1,False Alarm,-2,53,5,Billing
TKT-114054,High,Low,1,False Alarm,-2,62,4,Technical
TKT-114055,High,Low,1,False Alarm,-2,28,1,General Inquiry
TKT-114056,Medium,Medium,0,Consistent,0,21,1,Technical
TKT-114057,Medium,Low,1,False Alarm,-1,13,4,Account
TKT-114058,Low,Low,0,Consistent,0,20,2,Billing
TKT-114059,Critical,Low,1,False Alarm,-3,8,2,Fraud
TKT-114060,Low,Medium,1,Hidden Crisis,1,68,1,Billing
TKT-114061,Low,Medium,1,Hidden Crisis,1,23,1,Billing
TKT-114062,Low,Low,0,Consistent,0,120,5,General Inquiry
TKT-114063,High,Low,1,False Alarm,-2,5,4,General Inquiry
TKT-114064,Medium,Low,1,False Alarm,-1,120,4,Technical
TKT-114065,Low,Low,0,Consistent,0,43,5,Account
TKT-114066,Critical,Low,1,False Alarm,-3,19,5,Fraud
TKT-114067,Low,Low,0,Consistent,0,48,3,Billing
TKT-114068,Medium,Low,1,False Alarm,-1,38,5,Billing
TKT-114069,Low,Low,0,Consistent,0,120,4,Technical
TKT-114070,Low,Medium,1,Hidden Crisis,1,51,5,Account
TKT-114071,Medium,Medium,0,Consistent,0,67,5,Technical
TKT-114072,Low,Low,0,Consistent,0,40,4,Technical
TKT-114073,Medium,Low,1,False Alarm,-1,19,5,General Inquiry
TKT-114074,Low,Medium,1,Hidden Crisis,1,106,4,Account
TKT-114075,Medium,Low,1,False Alarm,-1,7,5,Technical
TKT-114076,Critical,Low,1,False Alarm,-3,3,2,Fraud
TKT-114077,Low,Low,0,Consistent,0,120,5,Technical
TKT-114078,Low,Low,0,Consistent,0,120,5,Billing
TKT-114079,Medium,Low,1,False Alarm,-1,6,4,Account
TKT-114080,Low,Low,0,Consistent,0,85,4,Account
TKT-114081,Low,Low,0,Consistent,0,23,4,Account
TKT-114082,Critical,Low,1,False Alarm,-3,4,3,Fraud
TKT-114083,Low,Low,0,Consistent,0,8,3,Technical
TKT-114084,Low,Low,0,Consistent,0,83,5,Account
TKT-114085,Low,Low,0,Consistent,0,10,4,Billing
TKT-114086,Low,Low,0,Consistent,0,7,3,Account
TKT-114087,Low,Medium,1,Hidden Crisis,1,44,5,Technical
TKT-114088,Low,Low,0,Consistent,0,72,4,Account
TKT-114089,Low,Low,0,Consistent,0,88,4,General Inquiry
TKT-114090,Medium,Low,1,False Alarm,-1,46,2,Technical
TKT-114091,Low,Low,0,Consistent,0,16,5,Account
TKT-114092,Medium,Low,1,False Alarm,-1,42,5,General Inquiry
TKT-114093,High,Low,1,False Alarm,-2,4,5,Technical
TKT-114094,Low,Low,0,Consistent,0,109,5,General Inquiry
TKT-114095,Medium,Low,1,False Alarm,-1,20,2,General Inquiry
TKT-114096,Medium,Low,1,False Alarm,-1,3,5,Technical
TKT-114097,Low,Low,0,Consistent,0,27,2,Billing
TKT-114098,Low,Low,0,Consistent,0,11,5,General Inquiry
TKT-114099,Medium,Medium,0,Consistent,0,21,3,Technical
TKT-114100,High,Medium,1,False Alarm,-1,37,1,Fraud
TKT-114101,Low,Low,0,Consistent,0,8,3,Billing
TKT-114102,Low,Low,0,Consistent,0,42,3,Billing
TKT-114103,High,Low,1,False Alarm,-2,54,5,Account
TKT-114104,Medium,Low,1,False Alarm,-1,33,5,Billing
TKT-114105,Critical,Low,1,False Alarm,-3,8,1,Fraud
TKT-114106,Critical,Low,1,False Alarm,-3,5,5,Technical
TKT-114107,Critical,Low,1,False Alarm,-3,1,2,Fraud
TKT-114108,Medium,Low,1,False Alarm,-1,11,4,General Inquiry
TKT-114109,Low,Low,0,Consistent,0,48,1,Billing
TKT-114110,Medium,Low,1,False Alarm,-1,1,2,Technical
TKT-114111,Medium,Low,1,False Alarm,-1,3,3,Billing
TKT-114112,High,Low,1,False Alarm,-2,1,3,Billing
TKT-114113,High,Low,1,False Alarm,-2,35,4,Account
TKT-114114,Medium,Medium,0,Consistent,0,5,4,Billing
TKT-114115,Medium,Low,1,False Alarm,-1,31,3,General Inquiry
TKT-114116,Low,Medium,1,Hidden Crisis,1,120,5,Technical
TKT-114117,Medium,Low,1,False Alarm,-1,70,4,General Inquiry
TKT-114118,Low,Low,0,Consistent,0,118,4,Billing
TKT-114119,Low,Low,0,Consistent,0,60,5,Account
TKT-114120,Low,Low,0,Consistent,0,25,5,Account
TKT-114121,Critical,Low,1,False Alarm,-3,8,3,Technical
TKT-114122,Critical,Medium,1,False Alarm,-2,13,1,Fraud
TKT-114123,Medium,Low,1,False Alarm,-1,120,4,General Inquiry
TKT-114124,Low,Low,0,Consistent,0,101,4,Billing
TKT-114125,Low,Low,0,Consistent,0,6,4,Account
TKT-114126,Medium,Medium,0,Consistent,0,47,5,Technical
TKT-114127,High,Low,1,False Alarm,-2,43,5,General Inquiry
TKT-114128,Medium,Low,1,False Alarm,-1,27,5,Technical
TKT-114129,Medium,Low,1,False Alarm,-1,117,3,Billing
TKT-114130,Medium,Medium,0,Consistent,0,99,5,Billing
TKT-114131,Medium,Low,1,False Alarm,-1,27,5,Account
TKT-114132,Low,Low,0,Consistent,0,45,5,General Inquiry
TKT-114133,High,Low,1,False Alarm,-2,12,2,Fraud
TKT-114134,Low,Low,0,Consistent,0,16,3,Billing
TKT-114135,Medium,Low,1,False Alarm,-1,18,5,Technical
TKT-114136,Low,Low,0,Consistent,0,41,1,Billing
TKT-114137,Low,Low,0,Consistent,0,5,4,General Inquiry
TKT-114138,Medium,Low,1,False Alarm,-1,19,5,Account
TKT-114139,Low,Low,0,Consistent,0,63,5,Billing
TKT-114140,Low,Low,0,Consistent,0,120,4,General Inquiry
TKT-114141,Low,Low,0,Consistent,0,120,5,Technical
TKT-114142,Medium,Low,1,False Alarm,-1,40,5,Technical
TKT-114143,High,Low,1,False Alarm,-2,4,2,Billing
TKT-114144,Low,Low,0,Consistent,0,52,4,Account
TKT-114145,Critical,Medium,1,False Alarm,-2,20,1,Fraud
TKT-114146,Low,Medium,1,Hidden Crisis,1,59,1,Billing
TKT-114147,High,Low,1,False Alarm,-2,15,3,General Inquiry
TKT-114148,Low,Low,0,Consistent,0,43,4,General Inquiry
TKT-114149,Low,Low,0,Consistent,0,27,5,General Inquiry
TKT-114150,High,Low,1,False Alarm,-2,7,4,Account
TKT-114151,High,Medium,1,False Alarm,-1,18,4,Technical
TKT-114152,Low,Low,0,Consistent,0,85,5,General Inquiry
TKT-114153,Low,Medium,1,Hidden Crisis,1,57,5,Technical
TKT-114154,Low,Low,0,Consistent,0,43,4,General Inquiry
TKT-114155,Medium,Low,1,False Alarm,-1,90,4,Technical
TKT-114156,High,Low,1,False Alarm,-2,9,1,Technical
TKT-114157,Low,Low,0,Consistent,0,22,5,Billing
TKT-114158,High,Low,1,False Alarm,-2,23,5,Technical
TKT-114159,Low,Medium,1,Hidden Crisis,1,120,1,Billing
TKT-114160,High,Low,1,False Alarm,-2,1,5,Technical
TKT-114161,Medium,Low,1,False Alarm,-1,46,2,General Inquiry
TKT-114162,High,Medium,1,False Alarm,-1,54,5,Technical
TKT-114163,Medium,Low,1,False Alarm,-1,1,4,Billing
TKT-114164,Critical,Medium,1,False Alarm,-2,45,5,Technical
TKT-114165,Medium,Low,1,False Alarm,-1,24,5,Billing
TKT-114166,Low,Low,0,Consistent,0,2,1,Billing
TKT-114167,Low,Low,0,Consistent,0,15,1,Billing
TKT-114168,Medium,Low,1,False Alarm,-1,22,5,General Inquiry
TKT-114169,Low,Medium,1,Hidden Crisis,1,35,4,Technical
TKT-114170,Medium,Low,1,False Alarm,-1,98,5,Account
TKT-114171,Low,Medium,1,Hidden Crisis,1,40,2,Billing
TKT-114172,Low,Low,0,Consistent,0,5,2,Billing
TKT-114173,Medium,Medium,0,Consistent,0,83,2,Billing
TKT-114174,Medium,Low,1,False Alarm,-1,4,5,Account
TKT-114175,Low,Low,0,Consistent,0,49,4,Account
TKT-114176,Low,Low,0,Consistent,0,35,4,General Inquiry
TKT-114177,Medium,Low,1,False Alarm,-1,51,5,Technical
TKT-114178,Low,Low,0,Consistent,0,2,2,Technical
TKT-114179,Low,Low,0,Consistent,0,35,5,Account
TKT-114180,Low,Low,0,Consistent,0,66,4,Billing
TKT-114181,Medium,Low,1,False Alarm,-1,35,3,General Inquiry
TKT-114182,High,Low,1,False Alarm,-2,3,5,Technical
TKT-114183,Low,Low,0,Consistent,0,120,3,Account
TKT-114184,Medium,Medium,0,Consistent,0,33,4,Technical
TKT-114185,Medium,Low,1,False Alarm,-1,107,4,General Inquiry
TKT-114186,Critical,Low,1,False Alarm,-3,7,2,Fraud
TKT-114187,High,Low,1,False Alarm,-2,25,5,Billing
TKT-114188,High,Low,1,False Alarm,-2,37,4,General Inquiry
TKT-114189,Low,Medium,1,Hidden Crisis,1,15,1,Billing
TKT-114190,Low,Low,0,Consistent,0,85,4,General Inquiry
TKT-114191,Critical,Medium,1,False Alarm,-2,4,4,Technical
TKT-114192,Critical,Low,1,False Alarm,-3,10,3,Fraud
TKT-114193,High,Low,1,False Alarm,-2,3,5,Technical
TKT-114194,High,Low,1,False Alarm,-2,22,5,Technical
TKT-114195,Low,Low,0,Consistent,0,120,5,Technical
TKT-114196,Medium,Medium,0,Consistent,0,75,1,General Inquiry
TKT-114197,Low,Low,0,Consistent,0,19,5,General Inquiry
TKT-114198,High,Medium,1,False Alarm,-1,34,3,Technical
TKT-114199,Low,Low,0,Consistent,0,59,3,Billing
TKT-114200,Medium,Medium,0,Consistent,0,71,4,Account
TKT-114201,Medium,Medium,0,Consistent,0,120,2,Billing
TKT-114202,High,Low,1,False Alarm,-2,50,5,Fraud
TKT-114203,Medium,Low,1,False Alarm,-1,73,5,Account
TKT-114204,Low,Medium,1,Hidden Crisis,1,45,2,Technical
TKT-114205,Medium,Medium,0,Consistent,0,45,4,Technical
TKT-114206,Medium,Medium,0,Consistent,0,80,2,Billing
TKT-114207,Low,Low,0,Consistent,0,43,3,General Inquiry
TKT-114208,Medium,Low,1,False Alarm,-1,4,5,General Inquiry
TKT-114209,Medium,Low,1,False Alarm,-1,12,4,General Inquiry
TKT-114210,Low,Low,0,Consistent,0,70,4,Account
TKT-114211,Medium,Low,1,False Alarm,-1,120,4,Billing
TKT-114212,Medium,Low,1,False Alarm,-1,24,3,Billing
TKT-114213,Medium,Low,1,False Alarm,-1,29,1,General Inquiry
TKT-114214,Critical,Low,1,False Alarm,-3,2,1,Fraud
TKT-114215,Medium,Medium,0,Consistent,0,83,4,Technical
TKT-114216,High,Medium,1,False Alarm,-1,1,3,Billing
TKT-114217,Low,Medium,1,Hidden Crisis,1,56,3,Account
TKT-114218,Medium,Low,1,False Alarm,-1,20,5,Technical
TKT-114219,Low,Low,0,Consistent,0,13,4,Account
TKT-114220,High,Low,1,False Alarm,-2,1,5,Technical
TKT-114221,Medium,Medium,0,Consistent,0,120,2,Account
TKT-114222,Low,Low,0,Consistent,0,14,5,Billing
TKT-114223,Low,Medium,1,Hidden Crisis,1,87,2,General Inquiry
TKT-114224,Medium,Medium,0,Consistent,0,14,4,Technical
TKT-114225,Low,Low,0,Consistent,0,7,5,General Inquiry
TKT-114226,High,Low,1,False Alarm,-2,18,5,Technical
TKT-114227,Low,Medium,1,Hidden Crisis,1,24,1,Billing
TKT-114228,Critical,Low,1,False Alarm,-3,2,5,Fraud
TKT-114229,Medium,Medium,0,Consistent,0,61,2,Billing
TKT-114230,Medium,Medium,0,Consistent,0,26,4,Technical
TKT-114231,Medium,Low,1,False Alarm,-1,34,5,General Inquiry
TKT-114232,Low,Low,0,Consistent,0,50,4,Account
TKT-114233,High,Medium,1,False Alarm,-1,16,1,Fraud
TKT-114234,Low,Low,0,Consistent,0,6,4,General Inquiry
TKT-114235,Critical,Low,1,False Alarm,-3,38,4,Fraud
TKT-114236,Medium,Low,1,False Alarm,-1,37,3,General Inquiry
TKT-114237,Medium,Low,1,False Alarm,-1,6,4,Account
TKT-114238,Low,Low,0,Consistent,0,16,5,Account
TKT-114239,Low,Medium,1,Hidden Crisis,1,23,2,Account
TKT-114240,Medium,Low,1,False Alarm,-1,73,5,Account
TKT-114241,Medium,Low,1,False Alarm,-1,69,5,Account
TKT-114242,Medium,Medium,0,Consistent,0,31,5,Technical
TKT-114243,Low,Low,0,Consistent,0,2,4,Account
TKT-114244,Low,Low,0,Consistent,0,23,5,Technical
TKT-114245,Low,Low,0,Consistent,0,47,4,General Inquiry
TKT-114246,Low,Low,0,Consistent,0,16,1,Billing
TKT-114247,Critical,Low,1,False Alarm,-3,14,3,Fraud
TKT-114248,Medium,Low,1,False Alarm,-1,120,4,General Inquiry
TKT-114249,Low,Medium,1,Hidden Crisis,1,120,3,Billing
TKT-114250,Medium,Low,1,False Alarm,-1,1,4,Technical
TKT-114251,Low,Low,0,Consistent,0,73,4,Billing
TKT-114252,Critical,Low,1,False Alarm,-3,29,3,Technical
TKT-114253,Medium,Low,1,False Alarm,-1,28,2,General Inquiry
TKT-114254,Low,Low,0,Consistent,0,4,5,Account
TKT-114255,Medium,Low,1,False Alarm,-1,26,5,Technical
TKT-114256,High,Low,1,False Alarm,-2,17,4,General Inquiry
TKT-114257,High,Medium,1,False Alarm,-1,5,5,Technical
TKT-114258,Medium,Low,1,False Alarm,-1,120,5,General Inquiry
TKT-114259,Low,Low,0,Consistent,0,84,4,General Inquiry
TKT-114260,Medium,Low,1,False Alarm,-1,39,5,Account
TKT-114261,Medium,Low,1,False Alarm,-1,26,5,General Inquiry
TKT-114262,Medium,Low,1,False Alarm,-1,28,5,Account
TKT-114263,Medium,Low,1,False Alarm,-1,6,5,Technical
TKT-114264,Low,Medium,1,Hidden Crisis,1,120,1,Billing
TKT-114265,Critical,Medium,1,False Alarm,-2,39,1,Fraud
TKT-114266,Low,Low,0,Consistent,0,21,3,Billing
TKT-114267,High,Low,1,False Alarm,-2,84,5,Account
TKT-114268,High,Low,1,False Alarm,-2,14,3,Technical
TKT-114269,Medium,Medium,0,Consistent,0,35,4,Billing
TKT-114270,Medium,Low,1,False Alarm,-1,17,4,Technical
TKT-114271,Low,Low,0,Consistent,0,57,3,Billing
TKT-114272,High,Medium,1,False Alarm,-1,60,2,Billing
TKT-114273,Low,Medium,1,Hidden Crisis,1,50,5,Billing
TKT-114274,Low,Low,0,Consistent,0,9,5,General Inquiry
TKT-114275,High,Low,1,False Alarm,-2,2,4,Technical
TKT-114276,Low,Low,0,Consistent,0,58,1,Technical
TKT-114277,Low,Low,0,Consistent,0,111,3,General Inquiry
TKT-114278,High,Medium,1,False Alarm,-1,41,4,Technical
TKT-114279,High,Low,1,False Alarm,-2,22,4,General Inquiry
TKT-114280,High,Low,1,False Alarm,-2,5,5,Technical
TKT-114281,Low,Low,0,Consistent,0,8,4,Account
TKT-114282,Medium,Low,1,False Alarm,-1,46,4,General Inquiry
TKT-114283,Low,Medium,1,Hidden Crisis,1,100,1,Billing
TKT-114284,Low,Low,0,Consistent,0,3,5,General Inquiry
TKT-114285,Critical,Low,1,False Alarm,-3,2,5,Fraud
TKT-114286,Low,Medium,1,Hidden Crisis,1,82,5,Account
